Taxa	Kingdom	Phylum	Class	Order	Family	Genus	Species
501a3e687c65822914e1a727e5f43331	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
4cf188972b8d1634a23e12f740f5f998	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella massiliensis
85ad3838de9cd515fe87a67ecc1e8637	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	NA	NA
55e62a37d75f2f867ef4733f85b82a45	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus massiliensis_A
d925f54f2129619db22eb998d6021440	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp003612625
0f2a5acc53e55f2c9f0c7409421dc5a0	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp000403395
ab620840ec71573b9d4fd3816bc52d02	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Paludicola	Paludicola psychrotolerans
7aed90fb085e16c3c98bfa68130096d0	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Limivicinus	Limivicinus sp002320035
ee92daa238d9b91f85aef29b32ee15c0	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	CAG-272	Avispirillum	Avispirillum sp011957885
c518773de1fa8f58aebfc3c18e017d10	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	Lawsonibacter asaccharolyticus
4927f5442b2fec699888689c4d58db0d	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Intestinimonas	Intestinimonas butyriciproducens
12470c486f558c083c46b45408cae9c6	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Butyricicoccaceae	Pseudobutyricicoccus	Pseudobutyricicoccus sp003477405
e3811dd729c742150d8c1c5f6e40c5a9	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Intestinimonas	Intestinimonas butyriciproducens
cc82a5a0b284dea47583c8afa5a99755	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	Lawsonibacter asaccharolyticus
840320d7f6d7e9149a050f538af0f1f2	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	Lawsonibacter asaccharolyticus
14e78619269b8c45554ab4a8ddf2f22c	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
533d12102a68064994d75cd26a0fe0e8	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	NA
46106f5c1a2dda999551e9675cd3568d	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
ecb3759e804e8c86d9fb0de817207fe9	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Enterenecus	Enterenecus sp004560375
c5aad5ebe154556c8422b669638c0745	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Enterenecus	Enterenecus sp004560375
7d518e827d9d6a525a3c1d4b64bdc73c	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Enterenecus	Enterenecus sp004560375
c333e71d2ae296d13529e42b9b680c87	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Enterenecus	NA
5f6bdc3dace0a57c79c3b16b0ec58117	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Intestinimonas	Intestinimonas butyriciproducens
d6407426a326d0bd8663a18e3e7f38b3	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Intestinimonas	Intestinimonas butyriciproducens
5a84cbca09090824be95118781802f82	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
1e66289327edd690ec0ad509d4257101	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Evtepia	NA
515ad3b9f531ee0ac0f1cfb15b74f61f	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
ee766857ab5fc018ac26632146bc90e1	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Evtepia	NA
c0edea80a4d623eb75e03daa3536a4dc	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Evtepia	NA
48120f2d28136884787660eb4953652a	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Evtepia	NA
680b2a1833c5c2699fe4d5dea7cc0960	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	UBA2658	NA
00dbcec69924cc7694d15fa0e7d8ad8c	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	UBA2658	NA
e8d9cf1269b3bc64d0ea83e604600031	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	Lawsonibacter sp000492175
c19c906ba229e4d72bd09632ac4b6a9a	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	Lawsonibacter sp000492175
f3e9d78daeea42d345080748e31ae3dd	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	Lawsonibacter sp000492175
d1276b57b5c5112b25ebace385611d4c	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	NA
20ac30224f0d6923615fbc03ac84563f	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	NA
958d78a02bef69a795806f97adb117ea	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	NA
7807a7c66b7e44dcda14bb67b2e6a4b4	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Lawsonibacter	NA
7215e6796de3e835c8879da79b1b708d	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Limivicinus	Limivicinus sp002320035
7963654625b74816cd1eb1373a31352b	d__Bacteria	Firmicutes_A	Clostridia_258483	Eubacteriales_45227	Oscillospiraceae_45227	Ructibacterium	NA
dca5bc29c8ae92cee48c6ec73347a13b	d__Bacteria	Firmicutes_A	Clostridia_258483	UBA1381	UBA1381	CAG-41	CAG-41 sp001941225
1a9df3fbbc7fc8cecec4239cf801d2fc	d__Bacteria	Firmicutes_A	Clostridia_258483	UBA1381	UBA1381	CAG-41	CAG-41 sp001941225
2747bd94a19fbfa82f1e90e326d2f100	d__Bacteria	Firmicutes_A	Clostridia_258483	UBA1381	UBA1381	CAG-41	CAG-41 sp001941225
851bd80d021dcf4e9f3f11e95310927c	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
bf34422106e5974ddf75216e2c05273c	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
b626f138b38869370e731ee3adb7cb20	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
e2f7a842202a007080729d9ad28399fd	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
b454c56ae7923cac07b03196d8b77304	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
ce78414357068359ddae6a47b6592a08	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
65b43ef12cd01434a8f7c309eccd229b	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
86555947ddfc576c1bb9c42deb3998df	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
924ab5cb47309a83e71d60320378d194	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
7a8d0125158d1dded935e4652afc68d7	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
6a8118b17d1d40cf877db24449ceb616	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter sp000403435
401e9cda8dd173db76e03cfe30f2274e	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter sp000403435
920a4d1a3e7643a60851fd9c292f5b09	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	NA
d92d53b67f4b4a2516ca359494db4c24	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	NA
045acd620c390c80b3447bae8b6a039b	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter welbionis
ef7a59a2c2a260e03e8e6df36b757be8	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter sp000403435
d3afd2a72e2802c2cedb6df13114f976	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter sp000403435
dbf83ada1041e3b4fdac47d2dee0a5e5	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter sp000403435
912487364b4fda5993a03f47d60111e9	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	NA
2dfc021ab6895ae3b4c956d50052f17e	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter sp000403435
8da18b476b64f6f053647455b6890f80	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter sp000403435
26ee5cc033fe90d66abb46599510136d	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter sp000403435
273fa0191072af3d33e32271b35c8f18	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	Dysosmobacter sp000403435
7376eb30d4a59d2e35c4a558fa824a08	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	NA
d06a285ea63bd5cc53a4b0e46d0cdd72	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Dysosmobacter	NA
885af48524af5ccac2ffcff5abf6c1f9	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	NA	NA
4066e07db1bae989fd02d771401e3b09	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Faecousia	Faecousia sp000434635
81f59f6a76c8682de1719c97b5b24173	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A_77030	Butyricicoccus_A_77030 pullicaecorum
99ee92e36a3bfda54437f2370facd8c8	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Butyricicoccaceae	Butyricicoccus_A_77030	Butyricicoccus_A_77030 pullicaecorum
2783cfb6d7de15a25ef63622271a1119	d__Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Faecousia	Faecousia sp000434635
55f2658f7b605509d87faed6518dd8f7	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Anaerotignaceae	Coprocola	NA
7f9e1fbf398c63281f0304095da84988	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Anaerotignaceae	Coprocola	NA
85db0d60e8985f5dd02b1b3c10e2c371	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Anaerotignaceae	Coprocola	Coprocola sp000364165
2197e3c697e9c1427ae1c3277d3c71f9	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Anaerotignaceae	Coprocola	NA
3a0c3715dd9f87439ce1e19c41ec0802	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Anaerotignaceae	NA	NA
e5ee1d85ad16f8c94333754ffe9430ff	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Anaerotignaceae	NA	NA
00257344a745394a66444d38dbd49b6f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Anaerotignaceae	NA	NA
16c45a0af241dd3bd6972350fc62e47f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	NA	NA	NA
7799200040e84123975fe96a93db4500	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	NA	NA	NA
edd20430f064018eb7b670a471d94c3b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	NA
91480d7ac14d64784f4ab4c09c88bffe	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
836bfc88bc7799209a2398d0ee5fc221	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
8306e6c44e5ad0b727a1843d6b05767e	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
2f1b870f0df4f964406062eeb841f668	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
e61b52cd3ace83b9a3515c17c6438a87	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	NA
c0ce7966849fc5b3c2cfa51fa0b01edc	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	NA
f76f9398a707c47754f8308d099abd13	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	NA
94d0b9ded26f846ff15de4f3e4f0da6f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	NA
2a7cbb47c175578cac650fe04b7f171e	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	NA
a490e1b882ad784ba673e53304d25896	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	NA
df1e3080300aed496c300246714bd838	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	NA
ea7fdec3b5eae1d7442f920a759e2813	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
c33ca51a04c665085e119ae4b6c96fc8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	NA
b8455681fc92d051fdd023aa62417fb3	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
f313072fc920c0d190de49c6729bed51	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
7986ebef50cc6268d450a21b9157d4c3	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	1XD42-69	1XD42-69 sp003612565
6a80c4d47b44c692aeab74181c5fe012	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
c7eae2731b14731bb0f37c78033e4a28	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
934b1ae719df62ead4cfe21925f42049	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
909b4b6e0c056f2740181a716f843e8b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	NA
c7e785c8e289c83881a0d6d6c5038baa	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
4380abc163ecefa354d7002925971253	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
fded9ff7f54a838e9511e58e26c46064	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
5f09dad8d3b88d5dcdce31030983c51c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
b0f809cbabf3ac99182581ec095868b2	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
e791655d0751a7b94c3da722891dbb60	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
81a2990f9cfa961fada745053a685388	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
a58acef811c6ca603a8985c5950d2405	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
92cacd5cf65022777afd65aeeb844c27	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403845
b155d97b79acc3086ce118451afa0124	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	1XD42-69	1XD42-69 sp009911505
00cd2f68603124759047487807589f27	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	1XD42-69	1XD42-69 sp009911505
9fac45309651b2907fa6715ab127400c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	1XD42-69	1XD42-69 sp009911505
acd5756c803df3f582bc0361513b8c70	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
ac28c199405fa8466bdedf16d456edbc	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
ffad5cbaf6056b4fc3a547684c849841	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
6c921e3ae0af506f54295d074ca071bc	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
c67805e12dc927c5b3ba6b192381ecf7	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
d6443ae1b639b169177263669b3256d9	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
21a2a9b12d5394c6301fa0490f72f96f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
af702a0c8bb313567e06504faf80942f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
a9bb943f579e2a70186c19aae1c8ea0a	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
ee2b075d002ffc1be2e0cab83c6e4d44	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
19461fa04167e165a5d4a27e14c8226d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403845
04fc2a013ca103abb05f583df51dd717	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403845
8bc38c3373b9d45eed6aa5a1d3c9dcd8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
238e0fbcac917cbfa3de2e6c3e1241c8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
b1915600b82ca5a269b4193ac247822f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
f9f1a44c550f1bf4e1814e3c92c83462	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
13506518b825bfbd65794347af5958c6	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
a80466eb93811bc792e1524c6afc316a	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
82e0302671bd7beff0fc58ee1d09a85b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
41968913d9ca2d9dfd73c99f7947bb01	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
8bc48c8a36818b9f4ff4f18b377e5bf6	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp000403315
23462e39e31bf2d1bc4d7864ca01462b	d__Bacteria	NA	NA	NA	NA	NA	NA
a04d23062fb73d371c2d57828f92e027	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	1XD42-69	1XD42-69 sp009911505
a0c34a2e18312e1fa31bacda1fc03b60	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	1XD42-69	1XD42-69 sp009911505
09fe878f37fdb48cdc41797c656c05b2	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
8c65d91e013525d1c8606fab40e0a88b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
d4dda2c83187c9d33ef042c074b666b1	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
3b0ad10d8b65188ed821ad66f710b506	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
beb1407c19f7fa27ce3bbc0aa7f36157	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
acf76b1f22c9536ca982df6f9b0219da	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
d3d5f57b1c8aafeca61afdb1627d2990	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
a10ad900d3609fd1ec476ae53fd293ee	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_J	Eubacterium_J plexicaudatum
3e064c3f883fdd051884a58537182eef	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	NA
e238c6f976254aa34d2106b20782549a	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp001940225
2bfd220284f4208a729f67f3f6f073c3	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	14-2	14-2 sp001940225
c1fb523690f4db6515ed0ab146d1ab8c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
34acf094640c87c401f04665eb4c44fd	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
c220411c349b8a75624ff17ef6fd3923	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	1XD42-69	1XD42-69 sp003612565
888a5b0fe8b87a21d438245c37b9ad81	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	1XD42-69	1XD42-69 sp003612565
9d24a5958524b572f096d356fd33187c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter sp003612285
d084b32d5ad7ee012fef1f2de8889355	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_G	NA
03a1f9f63e2fa6c7bdf27d33eba2b09d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
270a745647e1f4f2daefddcae78b43c7	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
64887d477599cd3dfb5734b05544d746	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000687695
c3e8496b70f7341450e298f29c5fa4e5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000687695
9afd42dd378444442546f48115a951ec	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000687695
223141ee97781bbede60bb494d599448	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000687695
b1652dc664d4e8ce2d123d26687d1204	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000687695
de3f4613e9a94b62157b9f3309c18a16	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000687695
3d2cd874a4eea35af603ca0c0c25c89f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp003491505
48d8be76001a9d251dc030b142483539	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp003491505
4eb53a520f214f1caa432f16967223c8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000687695
97630dd1898c25b4934be96d197bcbc7	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	CAG-632	CAG-632 sp900539185
cb64c626e68a529f6f20274320e4b0b5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetitomaculum	Acetitomaculum ruminis
8cadcb7be6a644953d0ce8e8118a49d3	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Paralachnospira	Paralachnospira sp902363445
fcc84f75257e928f79853e39bb2c6d23	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Paralachnospira	Paralachnospira sp902363445
